Loyalty Number,Year,Month,Flights Booked,Flights with Companions,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed
377642,2017,8,0,0,0,0,0,0,0
377674,2017,8,9,5,14,4788,478,0,0
377724,2017,8,0,0,0,0,0,0,0
377742,2017,8,0,0,0,0,0,0,0
377796,2017,8,0,0,0,0,0,0,0
377858,2017,8,0,0,0,0,0,0,0
377928,2017,8,0,0,0,0,0,0,0
377968,2017,8,0,0,0,0,0,0,0
378014,2017,8,0,0,0,0,0,0,0
378153,2017,8,0,0,0,0,0,0,0
378181,2017,8,4,4,8,2648,264,0,0
378267,2017,8,8,0,8,2952,295,0,0
378454,2017,8,3,0,3,1182,118,0,0
378498,2017,8,0,0,0,0,0,0,0
378793,2017,8,5,5,10,3240,324,0,0
378827,2017,8,0,0,0,0,0,0,0
378857,2017,8,17,0,17,2074,207,0,0
721984,2017,6,13,3,16,4752,475,741,60
378968,2017,8,9,0,9,2574,257,0,0
379038,2017,8,0,0,0,0,0,0,0
379041,2017,8,0,0,0,0,0,0,0
160686,2018,6,13,3,16,4752,475,741,60
381065,2018,9,0,0,0,0,0,0,0
379120,2017,8,9,9,18,3510,351,0,0
379238,2017,8,0,0,0,0,0,0,0
379281,2017,8,0,0,0,0,0,0,0
379351,2017,8,9,8,17,4437,443,0,0
379384,2017,8,0,0,0,0,0,0,0
379414,2017,8,0,0,0,0,0,0,0
379446,2017,8,0,0,0,0,0,0,0
379506,2017,8,9,0,9,3150,315,0,0
379562,2017,8,7,6,13,4082,408,0,0
132884,2018,5,11,3,14,3934,393,615,50
379629,2017,8,13,0,13,2821,282,0,0
379716,2017,8,9,0,9,3726,372,0,0
379752,2017,8,0,0,0,0,0,0,0
379836,2017,8,0,0,0,0,0,0,0
379962,2017,8,16,0,16,3280,328,0,0
380001,2017,8,18,9,27,3213,321,0,0
380031,2017,8,8,0,8,2408,240,0,0
380059,2017,8,1,0,1,3959,395,0,0
380099,2017,8,12,5,17,3162,316,0,0
380110,2017,8,13,1,14,4480,448,0,0
380183,2017,8,0,0,0,0,0,0,0
380247,2017,8,0,0,0,0,0,0,0
380255,2017,8,2,0,2,2548,254,0,0
380262,2017,8,0,0,0,0,0,0,0
380294,2017,8,0,0,0,0,0,0,0
380526,2017,8,0,0,0,0,0,0,0
380627,2017,8,9,9,18,2592,259,0,0
380709,2017,8,0,0,0,0,0,0,0
381065,2018,10,0,0,0,0,0,0,0
380795,2017,8,0,0,0,0,0,0,0
380843,2017,8,0,0,0,0,0,0,0
380928,2017,8,15,8,23,2921,292,0,0
380954,2017,8,0,0,0,0,0,0,0
381065,2018,11,0,0,0,0,0,0,0
381176,2017,8,0,0,0,0,0,0,0
381189,2017,8,2,0,2,3900,390,0,0
381234,2017,8,4,0,4,3936,393,0,0
303573,2018,12,11,3,14,4158,415,657,53
381307,2017,8,1,0,1,2659,265,0,0
381308,2017,8,0,0,0,0,0,0,0
381316,2017,8,0,0,0,0,0,0,0
381395,2017,8,11,0,11,3465,346,0,0
381459,2017,8,0,0,0,0,0,0,0
381471,2017,8,0,0,0,0,0,0,0
381472,2017,8,2,0,2,1676,167,0,0
381496,2017,8,11,0,11,1276,127,0,0
381539,2017,8,0,0,0,0,0,0,0
381651,2017,8,0,0,0,0,0,0,0
381717,2017,8,0,0,0,0,0,0,0
381748,2017,8,9,0,9,3807,380,0,0
381786,2017,8,0,0,0,0,0,0,0
381901,2017,8,0,0,0,0,0,0,0
382045,2017,8,0,0,0,0,0,0,0
382149,2017,8,0,0,0,0,0,0,0
381065,2018,12,0,0,0,0,0,0,0
459163,2018,10,9,2,11,3355,335,545,44
382252,2017,8,1,1,2,2264,226,0,0
382271,2017,8,0,0,0,0,0,0,0
382464,2017,8,15,0,15,4140,414,0,0
382671,2017,8,0,0,0,0,0,0,0
382678,2017,8,0,0,0,0,0,0,0
382738,2017,8,0,0,0,0,0,0,0
382739,2017,8,0,0,0,0,0,0,0
382748,2017,8,0,0,0,0,0,0,0
382889,2017,8,0,0,0,0,0,0,0
382953,2017,8,11,0,11,1463,146,0,0
382971,2017,8,0,0,0,0,0,0,0
382980,2017,8,0,0,0,0,0,0,0
382983,2017,8,0,0,0,0,0,0,0
383108,2017,8,5,5,10,3020,302,0,0
383147,2017,8,4,4,8,4280,428,0,0
383190,2017,8,11,0,11,3916,391,0,0
383202,2017,8,9,7,16,3568,356,0,0
383367,2017,8,0,0,0,0,0,0,0
383391,2017,8,0,0,0,0,0,0,0
382197,2017,1,0,0,0,0,0,0,0
383421,2017,8,3,0,3,1422,142,0,0
383627,2017,8,2,2,4,576,57,0,0
383656,2017,8,4,1,5,2025,202,0,0
383701,2017,8,0,0,0,0,0,0,0
383787,2017,8,12,3,15,4560,456,0,0
383808,2017,8,1,1,2,3440,344,0,0
383826,2017,8,8,0,8,2624,262,0,0
383842,2017,8,0,0,0,0,0,0,0
383891,2017,8,0,0,0,0,0,0,0
383898,2017,8,0,0,0,0,0,0,0
383912,2017,8,9,5,14,2800,280,0,0
382197,2017,2,0,0,0,0,0,0,0
383962,2017,8,0,0,0,0,0,0,0
383969,2017,8,0,0,0,0,0,0,0
384010,2017,8,0,0,0,0,0,0,0
384090,2017,8,0,0,0,0,0,0,0
382197,2017,3,0,0,0,0,0,0,0
384269,2017,8,12,2,14,3976,397,0,0
384286,2017,8,18,0,18,4014,401,0,0
384296,2017,8,0,0,0,0,0,0,0
384328,2017,8,0,0,0,0,0,0,0
783789,2017,9,13,2,15,3450,345,519,42
384356,2017,8,0,0,0,0,0,0,0
384409,2017,8,0,0,0,0,0,0,0
382197,2017,4,0,0,0,0,0,0,0
740762,2017,6,18,3,21,4662,466,669,54
384548,2017,8,0,0,0,0,0,0,0
384599,2017,8,0,0,0,0,0,0,0
382197,2017,5,0,0,0,0,0,0,0
384686,2017,8,12,0,12,1608,160,0,0
384737,2017,8,0,0,0,0,0,0,0
384744,2017,8,0,0,0,0,0,0,0
384750,2017,8,13,0,13,4082,408,0,0
384818,2017,8,0,0,0,0,0,0,0
384825,2017,8,9,0,9,2403,240,0,0
384905,2017,8,0,0,0,0,0,0,0
384907,2017,8,0,0,0,0,0,0,0
384920,2017,8,3,0,3,3756,375,0,0
384928,2017,8,0,0,0,0,0,0,0
384986,2017,8,18,5,23,2024,202,0,0
385092,2017,8,0,0,0,0,0,0,0
385131,2017,8,0,0,0,0,0,0,0
385190,2017,8,15,3,18,1728,172,0,0
385235,2017,8,0,0,0,0,0,0,0
385358,2017,8,10,0,10,3820,382,0,0
385593,2017,8,12,0,12,3660,366,0,0
382197,2017,6,0,0,0,0,0,0,0
923062,2018,5,15,3,18,3852,385,556,45
385747,2017,8,0,0,0,0,0,0,0
385861,2017,8,0,0,0,0,0,0,0
385864,2017,8,9,6,15,2160,216,0,0
385912,2017,8,0,0,0,0,0,0,0
386037,2017,8,9,0,9,3870,387,0,0
382197,2017,7,0,0,0,0,0,0,0
386298,2017,8,0,0,0,0,0,0,0
386342,2017,8,18,3,21,2142,214,0,0
386363,2017,8,0,0,0,0,0,0,0
386446,2017,8,0,0,0,0,0,0,0
386607,2017,8,0,0,0,0,0,0,0
386649,2017,8,0,0,0,0,0,0,0
386790,2017,8,11,2,13,1339,133,0,0
386825,2017,8,12,0,12,3744,374,0,0
386926,2017,8,12,0,12,4260,426,0,0
386936,2017,8,0,0,0,0,0,0,0
382197,2017,8,0,0,0,0,0,0,0
386986,2017,8,0,0,0,0,0,0,0
387121,2017,8,0,0,0,0,0,0,0
387129,2017,8,17,0,17,4930,493,0,0
387203,2017,8,0,0,0,0,0,0,0
387214,2017,8,0,0,0,0,0,0,0
387307,2017,8,0,0,0,0,0,0,0
387455,2017,8,0,0,0,0,0,0,0
387506,2017,8,4,4,8,3808,380,0,0
387523,2017,8,16,0,16,2288,228,0,0
387553,2017,8,0,0,0,0,0,0,0
387568,2017,8,18,0,18,1206,120,0,0
387570,2017,8,0,0,0,0,0,0,0
387584,2017,8,10,0,10,4680,468,0,0
387648,2017,8,5,0,5,3840,384,0,0
387650,2017,8,4,0,4,1416,141,0,0
387695,2017,8,3,1,4,504,50,0,0
387705,2017,8,15,5,20,4420,442,0,0
382197,2017,9,0,0,0,0,0,0,0
387834,2017,8,0,0,0,0,0,0,0
387880,2017,8,0,0,0,0,0,0,0
387971,2017,8,5,5,10,1960,196,0,0
388046,2017,8,0,0,0,0,0,0,0
388140,2017,8,15,2,17,4182,418,0,0
388156,2017,8,18,4,22,4092,409,0,0
388292,2017,8,9,8,17,2448,244,0,0
388448,2017,8,0,0,0,0,0,0,0
887609,2017,11,12,2,14,3122,312,468,38
388624,2017,8,6,0,6,3420,342,0,0
388639,2017,8,0,0,0,0,0,0,0
927848,2018,10,13,2,15,3315,331,494,40
388985,2017,8,9,0,9,4293,429,0,0
389081,2017,8,0,0,0,0,0,0,0
389146,2017,8,0,0,0,0,0,0,0
389225,2017,8,3,3,6,432,43,0,0
389387,2017,8,0,0,0,0,0,0,0
389429,2017,8,11,0,11,2046,204,0,0
389430,2017,8,0,0,0,0,0,0,0
389488,2017,8,0,0,0,0,0,0,0
704968,2017,8,17,3,20,4360,436,625,50
389565,2017,8,14,0,14,4228,422,0,0
389583,2017,8,11,0,11,2508,250,0,0
389706,2017,8,3,3,6,1968,196,0,0
389741,2017,8,0,0,0,0,0,0,0
389804,2017,8,13,0,13,1612,161,0,0
389812,2017,8,0,0,0,0,0,0,0
382197,2017,10,0,0,0,0,0,0,0
389995,2017,8,14,5,19,3325,332,0,0
382197,2017,11,5,0,5,640,64,0,0
382197,2017,12,0,0,0,0,0,0,0
390117,2017,8,0,0,0,0,0,0,0
390190,2017,8,0,0,0,0,0,0,0
390203,2017,8,0,0,0,0,0,0,0
390209,2017,8,15,0,15,4635,463,0,0
390297,2017,8,0,0,0,0,0,0,0
390343,2017,8,18,0,18,4518,451,0,0
390350,2017,8,0,0,0,0,0,0,0
382197,2018,1,10,0,10,1190,119,0,0
557525,2018,8,17,3,20,4360,436,625,50
129976,2018,1,8,0,8,2656,265,451,37
390480,2017,8,0,0,0,0,0,0,0
822211,2018,3,10,1,11,3432,370.44,559,45
390562,2017,8,0,0,0,0,0,0,0
390651,2017,8,0,0,0,0,0,0,0
390719,2017,8,0,0,0,0,0,0,0
390874,2017,8,0,0,0,0,0,0,0
390880,2017,8,5,5,10,1140,114,0,0
845041,2018,3,4,4,8,3232,403.75,556,45
382197,2018,2,0,0,0,0,0,0,0
390974,2017,8,7,7,14,3024,302,0,0
382197,2018,4,9,0,9,1656,178.2,0,0
391034,2017,8,16,0,16,4768,476,0,0
391091,2017,8,0,0,0,0,0,0,0
391106,2017,8,1,1,2,2870,287,0,0
391313,2017,8,0,0,0,0,0,0,0
382197,2018,3,6,5,11,1881,203.04,461,37
391397,2017,8,0,0,0,0,0,0,0
391402,2017,8,15,5,20,3840,384,0,0
391509,2017,8,0,0,0,0,0,0,0
391542,2017,8,13,7,20,4520,452,0,0
391557,2017,8,0,0,0,0,0,0,0
391564,2017,8,7,2,9,1800,180,0,0
391611,2017,8,0,0,0,0,0,0,0
391673,2017,8,9,3,12,4428,442,0,0
391761,2017,8,3,3,6,684,68,0,0
391861,2017,8,3,3,6,2718,271,0,0
391900,2017,8,0,0,0,0,0,0,0
391927,2017,8,5,0,5,1795,179,0,0
391939,2017,8,16,0,16,3344,334,0,0
392098,2017,8,0,0,0,0,0,0,0
392206,2017,8,0,0,0,0,0,0,0
926083,2018,2,3,3,6,2454,306.25,437,35
392335,2017,8,9,9,18,4842,484,0,0
392402,2017,8,14,0,14,3360,336,0,0
392430,2017,8,15,0,15,3105,310,0,0
392558,2017,8,0,0,0,0,0,0,0
392575,2017,8,9,0,9,1728,172,0,0
390343,2018,10,8,7,15,3870,387,594,48
392619,2017,8,0,0,0,0,0,0,0
392682,2017,8,0,0,0,0,0,0,0
392713,2017,8,0,0,0,0,0,0,0
392774,2017,8,17,0,17,4131,413,0,0
392781,2017,8,0,0,0,0,0,0,0
392785,2017,8,11,4,15,3690,369,0,0
392802,2017,8,0,0,0,0,0,0,0
392953,2017,8,0,0,0,0,0,0,0
392989,2017,8,0,0,0,0,0,0,0
393101,2017,8,0,0,0,0,0,0,0
393130,2017,8,0,0,0,0,0,0,0
393206,2017,8,18,3,21,3717,371,0,0
393309,2017,8,7,0,7,4312,431,0,0
393329,2017,8,0,0,0,0,0,0,0
393380,2017,8,0,0,0,0,0,0,0
548752,2017,4,8,7,15,3825,382,587,47
393565,2017,8,0,0,0,0,0,0,0
393604,2017,8,0,0,0,0,0,0,0
849705,2017,9,7,7,14,3528,352,542,44
393853,2017,8,3,2,5,4160,416,0,0
393888,2017,8,5,0,5,2230,223,0,0
393975,2017,8,0,0,0,0,0,0,0
394078,2017,8,7,0,7,2100,210,0,0
394167,2017,8,0,0,0,0,0,0,0
382197,2018,5,13,7,20,4320,432,0,0
382197,2018,6,0,0,0,0,0,0,0
394200,2017,8,0,0,0,0,0,0,0
394213,2017,8,2,0,2,2812,281,0,0
394248,2017,8,1,1,2,2082,208,0,0
394321,2017,8,5,5,10,1930,193,0,0
394363,2017,8,0,0,0,0,0,0,0
410558,2017,8,11,9,20,5080,508,757,61
382197,2018,7,0,0,0,0,0,0,0
394715,2017,8,11,5,16,4784,478,0,0
394806,2017,8,9,0,9,2232,223,0,0
394812,2017,8,16,0,16,2096,209,0,0
394927,2017,8,0,0,0,0,0,0,0
394941,2017,8,10,7,17,1122,112,0,0
382197,2018,8,0,0,0,0,0,0,0
394979,2017,8,14,8,22,4620,462,0,0
395026,2017,8,4,2,6,1944,194,0,0
395121,2017,8,3,0,3,2805,280,0,0
395168,2017,8,0,0,0,0,0,0,0
395189,2017,8,0,0,0,0,0,0,0
395300,2017,8,0,0,0,0,0,0,0
717250,2018,9,9,8,17,4165,416,625,50
395384,2017,8,16,7,23,4761,476,0,0
395446,2017,8,0,0,0,0,0,0,0
395460,2017,8,17,8,25,3775,377,0,0
395511,2017,8,0,0,0,0,0,0,0
395512,2017,8,0,0,0,0,0,0,0
395525,2017,8,17,0,17,4471,447,0,0
395622,2017,8,16,0,16,2272,227,0,0
395639,2017,8,17,0,17,3859,385,0,0
395871,2017,8,0,0,0,0,0,0,0
395887,2017,8,4,4,8,2328,232,0,0
382197,2018,9,0,0,0,0,0,0,0
395962,2017,8,0,0,0,0,0,0,0
396018,2017,8,10,0,10,680,68,0,0
396048,2017,8,0,0,0,0,0,0,0
396155,2017,8,7,0,7,4417,441,0,0
266148,2018,5,7,7,14,3738,373,581,47
396446,2017,8,0,0,0,0,0,0,0
396471,2017,8,11,2,13,1209,120,0,0
396726,2017,8,5,1,6,4296,429,0,0
396863,2017,8,6,6,12,1884,188,0,0
396867,2017,8,0,0,0,0,0,0,0
396920,2017,8,0,0,0,0,0,0,0
396984,2017,8,17,3,20,1900,190,0,0
396996,2017,8,18,7,25,5225,522,0,0
396997,2017,8,1,0,1,970,97,0,0
396998,2017,8,2,2,4,2132,213,0,0
397053,2017,8,8,4,12,1452,145,0,0
397065,2017,8,12,0,12,2820,282,0,0
397099,2017,8,0,0,0,0,0,0,0
397104,2017,8,0,0,0,0,0,0,0
397141,2017,8,18,4,22,2046,204,0,0
382197,2018,10,0,0,0,0,0,0,0
397248,2017,8,17,0,17,2142,214,0,0
397272,2017,8,0,0,0,0,0,0,0
397376,2017,8,0,0,0,0,0,0,0
397377,2017,8,0,0,0,0,0,0,0
397480,2017,8,1,0,1,951,95,0,0
382197,2018,11,0,0,0,0,0,0,0
397533,2017,8,2,0,2,3836,383,0,0
234588,2017,3,10,8,18,4482,448,672,54
382197,2018,12,0,0,0,0,0,0,0
397817,2017,8,6,6,12,1488,148,0,0
397820,2017,8,0,0,0,0,0,0,0
397848,2017,8,0,0,0,0,0,0,0
397891,2017,8,0,0,0,0,0,0,0
397934,2017,8,0,0,0,0,0,0,0
397947,2017,8,0,0,0,0,0,0,0
397962,2017,8,0,0,0,0,0,0,0
398074,2017,8,0,0,0,0,0,0,0
398086,2017,8,9,0,9,4311,431,0,0
398305,2017,8,0,0,0,0,0,0,0
398351,2017,8,16,0,16,2544,254,0,0
398506,2017,8,13,5,18,1260,126,0,0
383399,2017,1,0,0,0,0,0,0,0
398586,2017,8,12,0,12,1584,158,0,0
398603,2017,8,18,6,24,4776,477,0,0
398611,2017,8,0,0,0,0,0,0,0
398655,2017,8,0,0,0,0,0,0,0
398819,2017,8,0,0,0,0,0,0,0
398839,2017,8,0,0,0,0,0,0,0
398846,2017,8,0,0,0,0,0,0,0
398924,2017,8,0,0,0,0,0,0,0
398965,2017,8,16,0,16,1168,116,0,0
399065,2017,8,16,0,16,1696,169,0,0
383399,2017,2,11,6,17,2754,275,0,0
399214,2017,8,0,0,0,0,0,0,0
399251,2017,8,9,9,18,4032,403,0,0
399372,2017,8,0,0,0,0,0,0,0
399379,2017,8,0,0,0,0,0,0,0
399397,2017,8,0,0,0,0,0,0,0
399417,2017,8,12,0,12,2988,298,0,0
399418,2017,8,8,6,14,4382,438,0,0
383399,2017,3,3,0,3,3594,359,0,0
399555,2017,8,0,0,0,0,0,0,0
399575,2017,8,17,7,24,2496,249,0,0
399666,2017,8,0,0,0,0,0,0,0
399670,2017,8,0,0,0,0,0,0,0
399678,2017,8,0,0,0,0,0,0,0
399704,2017,8,0,0,0,0,0,0,0
399917,2017,8,0,0,0,0,0,0,0
399943,2017,8,0,0,0,0,0,0,0
399973,2017,8,2,1,3,3285,328,0,0
399982,2017,8,1,1,2,3270,327,0,0
400030,2017,8,0,0,0,0,0,0,0
555102,2018,10,6,6,12,3252,325,516,42
400181,2017,8,11,0,11,2816,281,0,0
400224,2017,8,0,0,0,0,0,0,0
400265,2017,8,0,0,0,0,0,0,0
400272,2017,8,0,0,0,0,0,0,0
400313,2017,8,11,0,11,2200,220,0,0
400392,2017,8,3,1,4,2744,274,0,0
383399,2017,4,0,0,0,0,0,0,0
400470,2017,8,3,0,3,2166,216,0,0
383399,2017,5,0,0,0,0,0,0,0
400486,2017,8,18,0,18,3780,378,0,0
400513,2017,8,0,0,0,0,0,0,0
400600,2017,8,0,0,0,0,0,0,0
400702,2017,8,13,0,13,2015,201,0,0
400802,2017,8,16,7,23,3864,386,0,0
400844,2017,8,0,0,0,0,0,0,0
400873,2017,8,0,0,0,0,0,0,0
400958,2017,8,0,0,0,0,0,0,0
400979,2017,8,8,0,8,4432,443,0,0
400985,2017,8,13,0,13,884,88,0,0
401007,2017,8,13,9,22,4048,404,0,0
401036,2017,8,7,3,10,2050,205,0,0
401055,2017,8,0,0,0,0,0,0,0
401060,2017,8,0,0,0,0,0,0,0
401062,2017,8,0,0,0,0,0,0,0
401101,2017,8,0,0,0,0,0,0,0
401336,2017,8,15,0,15,2250,225,0,0
401350,2017,8,0,0,0,0,0,0,0
401422,2017,8,0,0,0,0,0,0,0
383399,2017,6,0,0,0,0,0,0,0
401454,2017,8,0,0,0,0,0,0,0
401645,2017,8,12,5,17,4828,482,0,0
401710,2017,8,7,4,11,715,71,0,0
401722,2017,8,0,0,0,0,0,0,0
401760,2017,8,9,9,18,1800,180,0,0
401766,2017,8,15,4,19,4921,492,0,0
389225,2017,1,8,6,14,3514,351,540,44
401824,2017,8,18,7,25,2225,222,0,0
764578,2017,12,11,9,20,4860,486,718,58
401857,2017,8,0,0,0,0,0,0,0
383399,2017,7,3,0,3,4416,441,0,0
401859,2017,8,0,0,0,0,0,0,0
401943,2017,8,0,0,0,0,0,0,0
383399,2017,8,0,0,0,0,0,0,0
402034,2017,8,7,4,11,3058,305,0,0
402052,2017,8,0,0,0,0,0,0,0
402082,2017,8,2,0,2,2284,228,0,0
402136,2017,8,0,0,0,0,0,0,0
402177,2017,8,0,0,0,0,0,0,0
402251,2017,8,0,0,0,0,0,0,0
402332,2017,8,12,1,13,3679,367,0,0
383399,2017,9,0,0,0,0,0,0,0
402624,2017,8,0,0,0,0,0,0,0
402638,2017,8,0,0,0,0,0,0,0
402697,2017,8,0,0,0,0,0,0,0
402697,2017,8,0,0,0,0,0,0,0
402706,2017,8,18,6,24,4704,470,0,0
402918,2017,8,2,0,2,442,44,0,0
402964,2017,8,0,0,0,0,0,0,0
402966,2017,8,0,0,0,0,0,0,0
403052,2017,8,0,0,0,0,0,0,0
403118,2017,8,12,9,21,3255,325,0,0
403185,2017,8,0,0,0,0,0,0,0
403258,2017,8,0,0,0,0,0,0,0
403282,2017,8,0,0,0,0,0,0,0
403361,2017,8,0,0,0,0,0,0,0
403463,2017,8,0,0,0,0,0,0,0
383399,2017,10,4,4,8,1440,144,0,0
403500,2017,8,10,0,10,2060,206,0,0
403507,2017,8,12,0,12,3732,373,0,0
403529,2017,8,0,0,0,0,0,0,0
403529,2017,8,0,0,0,0,0,0,0
403675,2017,8,0,0,0,0,0,0,0
403764,2017,8,0,0,0,0,0,0,0
403856,2017,8,0,0,0,0,0,0,0
403893,2017,8,0,0,0,0,0,0,0
404011,2017,8,0,0,0,0,0,0,0
404012,2017,8,0,0,0,0,0,0,0
404106,2017,8,5,0,5,3865,386,0,0
404233,2017,8,0,0,0,0,0,0,0
404314,2017,8,9,5,14,3612,361,0,0
404339,2017,8,3,3,6,924,92,0,0
404417,2017,8,12,0,12,2040,204,0,0
404426,2017,8,0,0,0,0,0,0,0
404431,2017,8,14,0,14,2072,207,0,0
404434,2017,8,0,0,0,0,0,0,0
404475,2017,8,2,0,2,2140,214,0,0
404720,2017,8,9,0,9,1017,101,0,0
404742,2017,8,0,0,0,0,0,0,0
404801,2017,8,0,0,0,0,0,0,0
404805,2017,8,0,0,0,0,0,0,0
404846,2017,8,0,0,0,0,0,0,0
404920,2017,8,0,0,0,0,0,0,0
405030,2017,8,0,0,0,0,0,0,0
405201,2017,8,3,3,6,3912,391,0,0
405318,2017,8,15,0,15,4845,484,0,0
405339,2017,8,0,0,0,0,0,0,0
405351,2017,8,10,2,12,2124,212,0,0
405418,2017,8,1,0,1,2882,288,0,0
405442,2017,8,18,9,27,2997,299,0,0
405465,2017,8,0,0,0,0,0,0,0
405500,2017,8,9,0,9,1728,172,0,0
405597,2017,8,11,0,11,3553,355,0,0
405602,2017,8,9,4,13,2223,222,0,0
405698,2017,8,0,0,0,0,0,0,0
405699,2017,8,12,9,21,4830,483,0,0
405735,2017,8,11,0,11,1661,166,0,0
935253,2018,12,11,9,20,4860,486,718,58
405740,2017,8,0,0,0,0,0,0,0
383399,2017,11,4,4,8,1096,109,0,0
405804,2017,8,0,0,0,0,0,0,0
405928,2017,8,6,2,8,2600,260,0,0
406047,2017,8,14,5,19,4180,418,0,0
406099,2017,8,0,0,0,0,0,0,0
406176,2017,8,0,0,0,0,0,0,0
406252,2017,8,0,0,0,0,0,0,0
406254,2017,8,0,0,0,0,0,0,0
383399,2017,12,1,0,1,1502,150,0,0
406294,2017,8,16,0,16,4912,491,0,0
406367,2017,8,0,0,0,0,0,0,0
406369,2017,8,0,0,0,0,0,0,0
406373,2017,8,11,7,18,2466,246,0,0
406411,2017,8,17,9,26,3302,330,0,0
406564,2017,8,9,1,10,3270,327,0,0
406574,2017,8,13,0,13,1651,165,0,0
406810,2017,8,9,0,9,1800,180,0,0
406988,2017,8,0,0,0,0,0,0,0
407008,2017,8,0,0,0,0,0,0,0
496759,2018,1,7,2,9,2889,288,483,39
444684,2018,3,13,7,20,4420,663,637,51
407173,2017,8,0,0,0,0,0,0,0
407233,2017,8,0,0,0,0,0,0,0
407238,2017,8,7,0,7,2114,211,0,0
407305,2017,8,15,9,24,2544,254,0,0
407340,2017,8,4,4,8,744,74,0,0
950107,2018,12,8,8,16,4080,408,621,50
407404,2017,8,0,0,0,0,0,0,0
407404,2017,8,0,0,0,0,0,0,0
407411,2017,8,12,0,12,3528,352,0,0
407433,2017,8,15,0,15,4650,465,0,0
407468,2017,8,8,0,8,2232,223,0,0
383399,2018,1,3,2,5,340,34,0,0
407641,2017,8,0,0,0,0,0,0,0
407648,2017,8,0,0,0,0,0,0,0
516474,2018,8,9,9,18,4392,439,654,53
407798,2017,8,16,0,16,1504,150,0,0
407924,2017,8,0,0,0,0,0,0,0
407933,2017,8,0,0,0,0,0,0,0
407945,2017,8,7,0,7,2058,205,0,0
407999,2017,8,16,3,19,2508,250,0,0
408047,2017,8,0,0,0,0,0,0,0
383399,2018,3,15,6,21,2415,260.28,0,0
408134,2017,8,0,0,0,0,0,0,0
408170,2017,8,0,0,0,0,0,0,0
408259,2017,8,0,0,0,0,0,0,0
408309,2017,8,9,0,9,1350,135,0,0
408347,2017,8,0,0,0,0,0,0,0
408378,2017,8,0,0,0,0,0,0,0
408468,2017,8,0,0,0,0,0,0,0
408493,2017,8,0,0,0,0,0,0,0
408500,2017,8,0,0,0,0,0,0,0
882718,2017,11,6,6,12,3108,310,489,40
408651,2017,8,9,1,10,2660,266,0,0
408838,2017,8,0,0,0,0,0,0,0
408863,2017,8,0,0,0,0,0,0,0
408886,2017,8,16,4,20,2420,242,0,0
408915,2017,8,0,0,0,0,0,0,0
408931,2017,8,4,4,8,3416,341,0,0
408990,2017,8,10,4,14,3066,306,0,0
409051,2017,8,10,0,10,4550,455,0,0
409102,2017,8,4,4,8,3224,322,0,0
409156,2017,8,0,0,0,0,0,0,0
409174,2017,8,0,0,0,0,0,0,0
409454,2017,8,4,0,4,2116,211,0,0
409512,2017,8,18,0,18,2718,271,0,0
409603,2017,8,9,8,17,2006,200,0,0
409684,2017,8,12,0,12,2832,283,0,0
409741,2017,8,11,0,11,869,86,0,0
409768,2017,8,0,0,0,0,0,0,0
409798,2017,8,18,2,20,4220,422,0,0
409908,2017,8,11,0,11,3542,354,0,0
409914,2017,8,12,3,15,2715,271,0,0
409951,2017,8,0,0,0,0,0,0,0
383399,2018,2,3,0,3,1551,167.4,0,0
409989,2017,8,0,0,0,0,0,0,0
410202,2017,8,0,0,0,0,0,0,0
410209,2017,8,0,0,0,0,0,0,0
410218,2017,8,15,0,15,1890,189,0,0
410341,2017,8,10,0,10,2640,264,0,0
383399,2018,4,9,0,9,3159,340.2,0,0
931244,2017,1,1,1,2,2480,248,486,39
410373,2017,8,0,0,0,0,0,0,0
410384,2017,8,7,1,8,1104,110,0,0
383399,2018,5,0,0,0,0,0,0,0
410544,2017,8,0,0,0,0,0,0,0
410552,2017,8,0,0,0,0,0,0,0
228984,2018,1,1,1,2,2480,248,486,39
410702,2017,8,0,0,0,0,0,0,0
605877,2017,3,1,1,2,3126,312,603,49
410921,2017,8,7,7,14,1232,123,0,0
410938,2017,8,0,0,0,0,0,0,0
410958,2017,8,0,0,0,0,0,0,0
410963,2017,8,0,0,0,0,0,0,0
410982,2017,8,0,0,0,0,0,0,0
411030,2017,8,0,0,0,0,0,0,0
411030,2017,8,0,0,0,0,0,0,0
411094,2017,8,13,7,20,2120,212,0,0
922188,2018,3,1,1,2,3126,390,603,49
411204,2017,8,0,0,0,0,0,0,0
411242,2017,8,0,0,0,0,0,0,0
411272,2017,8,0,0,0,0,0,0,0
411296,2017,8,0,0,0,0,0,0,0
411298,2017,8,5,1,6,2262,226,0,0
411365,2017,8,0,0,0,0,0,0,0
865803,2018,6,1,1,2,3810,381,726,59
411523,2017,8,11,0,11,1639,163,0,0
411523,2017,8,7,0,7,3017,301,0,0
411533,2017,8,0,0,0,0,0,0,0
411583,2017,8,18,0,18,2538,253,0,0
411586,2017,8,0,0,0,0,0,0,0
411651,2017,8,0,0,0,0,0,0,0
411686,2017,8,13,2,15,2775,277,0,0
411690,2017,8,18,2,20,1540,154,0,0
411715,2017,8,0,0,0,0,0,0,0
411734,2017,8,0,0,0,0,0,0,0
411734,2017,8,0,0,0,0,0,0,0
411744,2017,8,0,0,0,0,0,0,0
411876,2017,8,11,3,14,2618,261,0,0
411897,2017,8,0,0,0,0,0,0,0
